Main_genome	haplotype	similarity_pair	best_match	similarity_best_match
NA	CAWUOS01_EVE079..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE080..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE081..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE082..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE083..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE084..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE085..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE086..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE087..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE088..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE089..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE090..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE091..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE092..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE093..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE094..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE095..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE096..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE097..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE098..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE099..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE100..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE101..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE102..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE103..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE104..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE105..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE106..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE107..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE108..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE109..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE110..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE111..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE112..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE113..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE114..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE115..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE116..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE117..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE118..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE119..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE120..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE121..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE122..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE123..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE124..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE125..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE126..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE127..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE128..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE129..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE130..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE131..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE132..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE133..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE134..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE135..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE136..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE137..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE138..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE139..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE140..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE141..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE142..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE143..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE144..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE145..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE146..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE147..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE148..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE149..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE150..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE151..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE152..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE153..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE154..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE155..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE156..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE157..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE158..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE159..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE160..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE161..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE162..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE163..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE164..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE165..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE166..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE167..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE168..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE169..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE170..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE171..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE172..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE173..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE174..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE175..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE176..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE177..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE178..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE179..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE180..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE181..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE182..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE183..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE184..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE185..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE186..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE187..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE188..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE189..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE190..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE191..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE192..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE193..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE194..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE195..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE196..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE197..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE198..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE199..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE200..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE201..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE202..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE203..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE204..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE205..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE206..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE207..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE208..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE209..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE210..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE211..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE212..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE213..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE214..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE215..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE216..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE217..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE218..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE219..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE220..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE221..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE222..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE223..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE224..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE225..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE226..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE227..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE228..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE229..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE230..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE231..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE232..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE233..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE234..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE235..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE236..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE237..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE238..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE239..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE240..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE241..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE242..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE243..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE244..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE245..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE246..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE247..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE248..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE249..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE250..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE251..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE252..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE253..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE254..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE255..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE256..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE257..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE258..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE259..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE260..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE261..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE262..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE263..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE264..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE265..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE266..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE267..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE268..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE269..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE270..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE271..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE272..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE273..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE274..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE275..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE276..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE277..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE278..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE279..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE280..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE281..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE282..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE283..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE284..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE285..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE286..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE287..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE288..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE289..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE290..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE291..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE292..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE293..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE294..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE295..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE296..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE297..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE298..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE299..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE300..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE301..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE302..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE303..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE304..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE305..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE306..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE307..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE308..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE309..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE310..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE311..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE312..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE313..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE314..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE315..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE316..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE317..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
NA	CAWUOS01_EVE318..reversed.	NA	GCA_964033645.1_idAnoFune21.1_genomic_EVE012	37.6068
