,OX030884.1_8360996-8361102:-,OX030884.1_8380371-8380477:-,OX030884.1_8394739-8394845:-,OX030884.1_8404059-8404165:-,OX030884.1_8414114-8414220:-,OX030884.1_8428482-8428588:-,OX030884.1_8437802-8437908:-,OX030884.1_8453132-8453238:-,OX030884.1_8470184-8470290:-,OX030884.1_8480098-8480204:-,OX030885.1_6553538-6553644:+,CALSEH02_EVE017,CALSEH02_EVE018,CALSEH02_EVE019,CALSEH02_EVE020,CALSEH02_EVE021,CALSEH02_EVE022,CALSEH02_EVE023,CALSEH02_EVE024,CALSEH02_EVE025,CALSEH02_EVE026,CALSEH02_EVE027,CALSEH02_EVE028,CALSEH02_EVE029,CALSEH02_EVE030,CALSEH02_EVE031,CALSEH02_EVE033,CALSEH02_EVE034,CALSEH02_EVE035,CALSEH02_EVE036,CALSEH02_EVE037,CALSEH02_EVE038,CALSEH02_EVE039,CALSEH02_EVE040,CALSEH02_EVE041,CALSEH02_EVE042,CALSEH02_EVE043,CALSEH02_EVE044,CALSEH02_EVE045,CALSEH02_EVE046,CALSEH02_EVE047,CALSEH02_EVE048,CALSEH02_EVE049,CALSEH02_EVE050,CALSEH02_EVE051,CALSEH02_EVE052,CALSEH02_EVE053,CALSEH02_EVE054,CALSEH02_EVE055,CALSEH02_EVE056,CALSEH02_EVE057,CALSEH02_EVE058,CALSEH02_EVE059,CALSEH02_EVE060,CALSEH02_EVE061,CALSEH02_EVE062,CALSEH02_EVE063,CALSEH02_EVE064,CALSEH02_EVE065,CALSEH02_EVE066,CALSEH02_EVE067,CALSEH02_EVE068,CALSEH02_EVE069,CALSEH02_EVE070,CALSEH02_EVE071,CALSEH02_EVE072,CALSEH02_EVE073,CALSEH02_EVE074,CALSEH02_EVE075,CALSEH02_EVE076,CALSEH02_EVE077,CALSEH02_EVE078,CALSEH02_EVE079,CALSEH02_EVE080,CALSEH02_EVE081,CALSEH02_EVE082,CALSEH02_EVE083,CALSEH02_EVE084,CALSEH02_EVE085,CALSEH02_EVE086,CALSEH02_EVE087,CALSEH02_EVE088,CALSEH02_EVE089,CALSEH02_EVE090,CALSEH02_EVE091,CALSEH02_EVE092,CALSEH02_EVE093,CALSEH02_EVE094,CALSEH02_EVE095,CALSEH02_EVE096,CALSEH02_EVE097,CALSEH02_EVE098,CALSEH02_EVE099,CALSEH02_EVE100,CALSEH02_EVE101,CALSEH02_EVE102,CALSEH02_EVE103,CALSEH02_EVE104,CALSEH02_EVE105,CALSEH02_EVE106,CALSEH02_EVE107,CALSEH02_EVE108,CALSEH02_EVE109,CALSEH02_EVE110,CALSEH02_EVE111,CALSEH02_EVE112,CALSEH02_EVE113,CALSEH02_EVE114,CALSEH02_EVE115,CALSEH02_EVE116,CALSEH02_EVE117,CALSEH02_EVE118,CALSEH02_EVE119,CALSEH02_EVE120,CALSEH02_EVE121,CALSEH02_EVE122,CALSEH02_EVE123,CALSEH02_EVE124,CALSEH02_EVE125,CALSEH02_EVE126,CALSEH02_EVE127,CALSEH02_EVE128,CALSEH02_EVE129,CALSEH02_EVE130,CALSEH02_EVE131,CALSEH02_EVE132,CALSEH02_EVE133,CALSEH02_EVE134,CALSEH02_EVE135,CALSEH02_EVE136,CALSEH02_EVE137,CALSEH02_EVE138,CALSEH02_EVE139,CALSEH02_EVE140,CALSEH02_EVE141,CALSEH02_EVE142,CALSEH02_EVE143,CALSEH02_EVE144,CALSEH02_EVE145,CALSEH02_EVE146,CALSEH02_EVE147,CALSEH02_EVE148,CALSEH02_EVE149,CALSEH02_EVE150,CALSEH02_EVE151,CALSEH02_EVE152,CALSEH02_EVE153,CALSEH02_EVE154,CALSEH02_EVE155,CALSEH02_EVE156,CALSEH02_EVE157,CALSEH02_EVE158,CALSEH02_EVE159,OX030884.1_8370316-8370422:-,CALSEH02_EVE032,CALSEH02_EVE160,OX030882.1_38507842-38508800:-,CALSEH02_EVE161,OX030883.1_30466570-30467058:-,CALSEH02_EVE176,OX030883.1_28782109-28783254:+,CALSEH02_EVE179,OX030883.1_30488908-30490053:-,OX030883.1_53991625-53992770:-,CALSEH02_EVE177,OX030883.1_30998446-30999085:+,CALSEH02_EVE175,OX030883.1_31017296-31017475:+,CALSEH02_EVE173,OX030883.1_30246078-30246480:+,OX030883.1_31013516-31013641:+,OX030883.1_30249548-30249889:+,OX030883.1_30915983-30916108:-,CALSEH02_EVE163,OX030883.1_31004819-31005073:+,CALSEH02_EVE166,CALSEH02_EVE164,CALSEH02_EVE168,CALSEH02_EVE170,OX030883.1_30247756-30248160:+,CALSEH02_EVE167,CALSEH02_EVE172,CALSEH02_EVE165,OX030882.1_49753314-49753871:-,CALSEH02_EVE169,OX030882.1_49758702-49759498:-,CALSEH02_EVE178,CALSEH02_EVE171,OX030883.1_30461500-30461920:-,OX030883.1_30913414-30913616:-,CALSEH02_EVE174,OX030882.1_49752806-49752988:-,OX030883.1_31133575-31134460:+,CALSEH02_EVE180,OX030883.1_30672308-30673114:+,CALSEH02_EVE007,OX030883.1_32282616-32283565:+,CALSEH02_EVE006,OX030883.1_32329380-32330480:+,CALSEH02_EVE008,CALSEH02_EVE010,OX030883.1_31708133-31709810:+,CALSEH02_EVE011,OX030883.1_32187244-32188535:+,CALSEH02_EVE012,OX030883.1_30526712-30527206:-,CALSEH02_EVE013,OX030883.1_30844580-30845158:+,CALSEH02_EVE016,CALSEH02_EVE014,OX030883.1_32055880-32056653:+,CALSEH02_EVE004,OX030883.1_32412642-32412950:+,CALSEH02_EVE009,OX030883.1_31615193-31616206:+,OX030883.1_16182208-16182952:-,CALSEH02_EVE002,OX030883.1_16187353-16187705:-,CALSEH02_EVE001,OX030883.1_39188636-39188836:+,CALSEH02_EVE182,CALSEH02_EVE003,OX030883.1_16187779-16188274:-,CALSEH02_EVE015,OX030882.1_55886281-55886936:+,CALSEH02_EVE005
OX030883.1_30998446-30999085:+,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.46,3.46,3.64,54.22,33.47,50.50,51.99,74.45,74.58,74.58,74.58,74.58,,97.66,8.13,8.13,25.97,40.16,28.85,41.73,41.73,24.74,19.12,25.53,24.66,26.15,36.75,36.24,29.45,25.41,33.11,33.11,59.20,51.62,29.56,13.76,30.97,13.49,15.88,33.38,31.90,27.79,28.22,20.64,21.04,22.80,25.53,27.66,18.78,18.69,16.85,18.63,20.83,20.74,19.43,20.31,20.16,19.56,19.56,8.26,8.13,18.58,19.71,19.71,14.58,13.46,7.15,7.15,14.62,17.52,17.66,18.00,17.87
CALSEH02_EVE175,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.46,3.46,3.64,54.63,33.06,49.90,51.36,74.58,74.71,74.71,74.71,74.71,97.66,,8.15,8.15,25.84,39.37,28.69,40.94,40.94,24.80,19.20,25.59,24.53,26.02,37.75,37.28,29.95,25.21,33.11,33.11,60.07,52.27,31.45,13.61,30.97,13.34,15.94,33.38,31.90,28.10,28.53,20.76,21.17,23.25,27.66,29.79,18.52,18.43,16.75,18.34,20.32,20.22,19.00,19.81,19.66,19.56,19.56,7.70,7.57,18.58,19.01,19.01,14.58,13.46,7.01,7.01,14.46,17.72,17.85,18.51,18.38
OX030883.1_31017296-31017475:+,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,29.31,46.48,25.86,26.70,37.19,37.19,37.19,37.68,37.44,8.13,8.15,,100.00,22.81,0.00,20.43,0.00,0.00,19.67,17.50,19.43,22.46,21.05,0.00,0.00,19.67,18.97,0.00,0.00,11.07,28.57,0.00,28.46,50.00,26.88,15.28,11.20,14.31,6.74,8.36,15.50,15.20,14.56,0.00,0.00,9.68,9.68,7.28,6.25,9.22,9.22,12.87,10.90,10.90,10.44,10.44,14.02,14.39,10.59,7.93,7.93,6.57,6.57,12.67,13.12,5.91,12.73,12.73,11.20,10.93
CALSEH02_EVE173,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,29.31,46.48,25.86,26.70,37.19,37.19,37.19,37.68,37.44,8.13,8.15,100.00,,22.81,0.00,20.43,0.00,0.00,19.67,17.50,19.43,22.46,21.05,0.00,0.00,19.67,18.97,0.00,0.00,11.07,28.57,0.00,28.46,50.00,26.88,15.28,11.20,14.31,6.74,8.36,15.50,15.20,14.56,0.00,0.00,9.68,9.68,7.28,6.25,9.22,9.22,12.87,10.90,10.90,10.44,10.44,14.02,14.39,10.59,7.93,7.93,6.57,6.57,12.67,13.12,5.91,12.73,12.73,11.20,10.93
OX030883.1_30246078-30246480:+,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,8.65,8.65,8.65,26.06,22.86,25.00,26.42,30.08,30.41,29.59,30.24,30.08,25.97,25.84,22.81,22.81,,97.62,93.57,96.03,96.03,87.45,87.42,86.82,87.01,93.30,80.16,77.48,85.19,86.50,63.41,63.41,22.22,22.15,0.00,14.68,24.83,14.09,48.00,17.32,17.22,17.14,20.04,20.23,20.39,19.06,0.00,0.00,14.22,14.33,16.69,14.62,17.41,17.26,18.75,17.27,17.27,20.22,20.22,13.96,13.96,17.08,15.55,15.55,13.16,13.16,6.61,6.61,9.49,19.20,19.14,16.38,16.57
OX030883.1_31013516-31013641:+,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,37.80,0.00,42.03,43.48,39.37,40.94,39.37,40.16,40.16,40.16,39.37,0.00,0.00,97.62,,96.03,93.65,93.65,83.33,0.00,80.00,95.24,91.27,80.95,78.38,74.60,54.17,64.23,64.23,28.57,27.78,0.00,11.90,0.00,11.11,0.00,33.86,33.86,26.77,26.77,26.77,27.56,27.56,0.00,0.00,26.35,27.03,30.72,30.07,19.38,18.90,18.90,18.90,18.90,26.87,26.87,23.81,23.81,28.13,16.67,16.67,18.05,18.05,2.36,2.36,20.86,25.19,25.00,17.19,17.19
OX030883.1_30249548-30249889:+,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.30,8.30,8.30,27.56,24.07,26.83,27.27,30.65,31.04,30.06,30.84,30.65,28.85,28.69,20.43,20.43,93.57,96.03,,96.83,96.83,87.40,86.67,86.75,90.35,90.64,81.75,79.28,85.96,89.45,63.41,63.41,23.38,22.64,0.00,13.25,25.00,12.50,64.49,18.11,17.95,17.29,20.48,18.56,18.75,17.10,0.00,0.00,14.34,14.46,16.97,14.87,19.42,19.28,19.58,19.40,19.40,20.27,20.27,16.67,16.67,17.78,15.37,15.37,12.06,12.06,9.02,9.02,10.28,20.74,20.68,17.55,17.74
OX030883.1_30915983-30916108:-,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,40.16,0.00,43.48,44.93,40.94,42.52,40.94,41.73,41.73,41.73,40.94,0.00,0.00,96.03,93.65,96.83,,100.00,83.33,0.00,80.00,92.06,89.68,79.37,76.58,73.02,54.17,60.98,60.98,30.95,30.16,0.00,11.90,0.00,11.11,0.00,35.43,35.43,27.56,27.56,27.56,28.35,29.13,0.00,0.00,27.70,28.38,28.76,28.10,19.38,18.90,18.90,18.90,18.90,29.10,29.10,22.22,22.22,31.25,15.91,15.91,16.54,16.54,3.15,3.15,21.47,24.43,24.24,17.97,17.97
CALSEH02_EVE163,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,40.16,0.00,43.48,44.93,40.94,42.52,40.94,41.73,41.73,41.73,40.94,0.00,0.00,96.03,93.65,96.83,100.00,,83.33,0.00,80.00,92.06,89.68,79.37,76.58,73.02,54.17,60.98,60.98,30.95,30.16,0.00,11.90,0.00,11.11,0.00,35.43,35.43,27.56,27.56,27.56,28.35,29.13,0.00,0.00,27.70,28.38,28.76,28.10,19.38,18.90,18.90,18.90,18.90,29.10,29.10,22.22,22.22,31.25,15.91,15.91,16.54,16.54,3.15,3.15,21.47,24.43,24.24,17.97,17.97
OX030883.1_31004819-31005073:+,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.18,5.18,5.18,23.81,25.73,23.99,23.99,27.79,27.79,27.08,27.55,27.79,24.74,24.80,19.67,19.67,87.45,83.33,87.40,83.33,83.33,,98.11,97.67,97.25,89.41,93.33,93.33,92.94,86.08,59.26,59.26,21.43,21.14,0.00,16.29,28.57,15.02,62.59,14.68,14.98,14.17,17.96,16.56,16.60,15.67,0.00,0.00,12.41,12.41,14.90,12.72,18.34,18.34,18.62,18.28,17.74,16.36,16.36,12.23,12.23,15.65,15.95,15.95,9.38,9.38,9.00,9.00,9.25,17.12,17.12,15.47,15.70
CALSEH02_EVE166,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,8.43,8.43,8.75,23.02,25.73,22.95,22.95,25.34,25.34,24.32,25.00,25.00,19.12,19.20,17.50,17.50,87.42,0.00,86.67,0.00,0.00,98.11,,96.30,95.60,88.68,0.00,0.00,93.08,87.07,0.00,0.00,21.26,20.89,0.00,17.51,28.57,16.13,60.54,18.25,17.30,11.66,18.22,15.03,15.38,14.66,0.00,0.00,10.68,10.68,13.65,10.83,16.46,16.46,16.78,16.17,15.79,20.07,20.07,17.32,17.32,14.80,18.21,18.21,6.36,6.36,13.24,13.24,12.07,17.24,17.24,17.10,17.84
CALSEH02_EVE164,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.10,5.10,5.10,23.81,26.32,23.75,23.75,28.50,28.50,27.79,28.27,28.50,25.53,25.59,19.43,19.43,86.82,80.00,86.75,80.00,80.00,97.67,96.30,,94.96,88.76,90.00,86.67,92.25,85.83,55.56,55.56,21.13,20.90,0.00,15.97,28.57,14.70,61.33,14.87,15.15,14.33,18.23,16.77,16.80,15.46,0.00,0.00,12.41,12.41,14.73,12.57,18.62,18.62,18.88,18.55,18.55,16.59,16.59,12.84,12.84,15.65,16.81,16.81,9.29,9.29,8.91,8.91,9.38,16.89,16.89,15.94,16.17
